account_id,business_name,segment,public_source_url,source_retrieved_at,zone,distance_km,rooms_or_units_estimate,fit_score,fit_reason,stage,owner,next_action,next_action_at,do_not_contact
P071-AARON-HOTEL,Aaron Hotel,HOTEL,https://www.hostelworld.com/hotels/p/294595/aaron-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,,42/45,Hotel · cách tiệm ~1.2km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P072-AUTUMN-SEA-BOUTIQUE-HOTEL,Autumn Sea Boutique Hotel,HOTEL,https://us.trip.com/hotels/nha-trang-hotels-list-1777/,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,,42/45,Hotel · cách tiệm ~1.2km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P073-HOLIDAY-HOTEL,Holiday Hotel,HOTEL,https://in.trip.com/hotels/nha-trang-hotel-detail-61929487/holiday-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,,42/45,Hotel · cách tiệm ~1.2km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P074-ICONIQUE-HOTEL-NHA-TRANG,ICONIQUE HOTEL NHA TRANG,HOTEL,https://us.trip.com/hotels/nha-trang-hotels-list-1777/,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,,42/45,Hotel · cách tiệm ~1.2km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P075-VECTOR-HOSTEL,Vector Hostel,HOSTEL,https://www.hostelworld.com/hostels/p/277861/vector-hostel/,2026-08-18,FREE_DELIVERY_LE_2KM,0.7,,40/45,Hostel · cách tiệm ~0.7km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P076-BONDI-BACKPACKERS-NHA-TRANG,Bondi Backpackers Nha Trang,HOSTEL,https://www.hostelworld.com/hostels/p/285844/bondi-backpackers-nha-trang/,2026-08-18,FREE_DELIVERY_LE_2KM,0.8,,40/45,Hostel · cách tiệm ~0.8km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P077-MOJZO-INN-BOUTIQUE,Mojzo Inn Boutique,HOSTEL,https://www.hostelworld.com/hotels/p/293224/mojzo-inn-boutique/,2026-08-18,FREE_DELIVERY_LE_2KM,0.8,,40/45,Hostel · cách tiệm ~0.8km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P078-THE-ALLEY,The Alley,HOSTEL,https://www.hostelworld.com/hostels/p/282401/the-alley/,2026-08-18,FREE_DELIVERY_LE_2KM,0.8,,40/45,Hostel · cách tiệm ~0.8km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P079-ZESTY-HOSTEL-BISTRO,Zesty Hostel & Bistro,HOSTEL,https://www.hostelworld.com/hostels/p/339942/zesty-hostel-and-bistro/,2026-08-18,FREE_DELIVERY_LE_2KM,0.8,,40/45,Hostel · cách tiệm ~0.8km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P080-MIRE-HOME-SPA-KIM-THIEN-HOA-NHA-TR,MiRe Home Spa - Kim Thiên Hoa Nha Trang,SPA_MASSAGE,https://toplist.vn/top-list/spa-lam-dep-uy-tin-nhat-tai-tp-nha-trang-18104.htm,2026-08-18,FREE_DELIVERY_LE_2KM,0.7,,39/45,Spa massage · cách tiệm ~0.7km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P081-LE-KHA-SPA,Lê Kha Spa,SPA_MASSAGE,https://toplist.vn/top-list/spa-lam-dep-uy-tin-nhat-tai-tp-nha-trang-18104.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.0,,39/45,Spa massage · cách tiệm ~1.0km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P082-CHARM-SPA-GRAND-NHA-TRANG,Charm Spa Grand Nha Trang,SPA_MASSAGE,https://toplist.vn/top-list/spa-chuyen-massage-tot-nhat-tai-nha-trang-37466.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.1,,39/45,Spa massage · cách tiệm ~1.1km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P083-SEOUL-SPA-NHA-TRANG,Seoul Spa Nha Trang,SPA_MASSAGE,https://toplist.vn/top-list/spa-lam-dep-uy-tin-nhat-tai-tp-nha-trang-18104.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.1,,39/45,Spa massage · cách tiệm ~1.1km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P084-TUYET-SPA-BODY-FOOT-MASSAGE-NHA-TR,Tuyết Spa - Body & Foot Massage Nha Trang,SPA_MASSAGE,https://toplist.vn/top-list/spa-chuyen-massage-tot-nhat-tai-nha-trang-37466.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.1,,39/45,Spa massage · cách tiệm ~1.1km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P085-JESSICA-SPA-NHA-TRANG,Jessica Spa Nha Trang,SPA_MASSAGE,https://toplist.vn/top-list/spa-chuyen-massage-tot-nhat-tai-nha-trang-37466.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.1,,39/45,Spa massage · cách tiệm ~1.1km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P086-ZEN-SPA,Zen Spa,SPA_MASSAGE,https://toplist.vn/top-list/spa-chuyen-massage-tot-nhat-tai-nha-trang-37466.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.1,,39/45,Spa massage · cách tiệm ~1.1km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P087-KAY-SPA-NHA-TRANG,KAY Spa Nha Trang,SPA_MASSAGE,https://toplist.vn/top-list/spa-lam-dep-uy-tin-nhat-tai-tp-nha-trang-18104.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,,39/45,Spa massage · cách tiệm ~1.2km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P088-LOVELY-SPA,Lovely Spa,SPA_MASSAGE,https://toplist.vn/top-list/spa-lam-dep-uy-tin-nhat-tai-tp-nha-trang-18104.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.4,,39/45,Spa massage · cách tiệm ~1.4km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P089-NGUYEN-SPA,Nguyên Spa,SPA_MASSAGE,https://nhatrang-travel.com/diem-den/dich-vu/spa-tam-bun/spa,2026-08-18,FREE_DELIVERY_LE_2KM,1.5,,39/45,Spa massage · cách tiệm ~1.5km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P090-QUYNH-ANH-BEAUTY-SPA,Quỳnh Anh Beauty & Spa,SPA_MASSAGE,https://toplist.vn/top-list/spa-lam-dep-uy-tin-nhat-tai-tp-nha-trang-18104.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.6,,39/45,Spa massage · cách tiệm ~1.6km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P091-ON-SPA-NHA-TRANG-ONSI-SPA,On Spa Nha Trang (Onsi Spa),SPA_MASSAGE,https://toplist.vn/top-list/spa-chuyen-massage-tot-nhat-tai-nha-trang-37466.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.7,,39/45,Spa massage · cách tiệm ~1.7km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P092-NAGON-BEAUTY-SPA,Nagon Beauty Spa,SPA_MASSAGE,https://mytour.vn/vi/blog/bai-viet/top-10-dia-chi-spa-massage-tot-nhat-tai-tp-nha-trang-khanh-hoa.html,2026-08-18,FREE_DELIVERY_LE_2KM,1.8,,39/45,Spa massage · cách tiệm ~1.8km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P093-PURE-VIETNAM-BEAUTY-SPA,Pure Vietnam Beauty & Spa,SPA_MASSAGE,https://toplist.vn/top-list/spa-chuyen-massage-tot-nhat-tai-nha-trang-37466.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.8,,39/45,Spa massage · cách tiệm ~1.8km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P094-TYMY-SPA-BEAUTY-SALON,TyMy Spa & Beauty Salon,SPA_MASSAGE,https://toplist.vn/top-list/spa-lam-dep-uy-tin-nhat-tai-tp-nha-trang-18104.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.8,,39/45,Spa massage · cách tiệm ~1.8km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P095-MASSAGE-NGUOI-MU-KING-KING-BLIND-M,Massage Người Mù King (King Blind Massage),SPA_MASSAGE,https://toplist.vn/top-list/spa-chuyen-massage-tot-nhat-tai-nha-trang-37466.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.9,,39/45,Spa massage · cách tiệm ~1.9km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P096-GALINA-HOTEL-MUD-BATH-SPA-NHA-TRAN,Galina Hotel - Mud Bath & Spa Nha Trang,SPA_MASSAGE,https://mytour.vn/vi/blog/bai-viet/top-10-dia-chi-spa-massage-tot-nhat-tai-tp-nha-trang-khanh-hoa.html,2026-08-18,FREE_DELIVERY_LE_2KM,2.0,,39/45,Spa massage · cách tiệm ~2.0km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P097-NT-FITNESS-NHA-TRANG-FITNESS-SPA,NT Fitness / Nha Trang Fitness & Spa,GYM,https://toplist.vn/top-list/phong-tap-gym-uy-tin-va-chat-luong-nhat-nha-trang-16972.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,,37/45,Gym · cách tiệm ~1.2km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P098-YOGA-FOR-LIFE,Yoga For Life,GYM,https://toplist.vn/top-list/phong-tap-yoga-tot-nhat-nha-trang-26404.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,,37/45,Gym · cách tiệm ~1.2km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P099-PT-GYM-PHONG-TAP-GYM-NU-NHA-TRANG,PT GYM - Phòng Tập Gym Nữ Nha Trang,GYM,https://toplist.vn/top-list/phong-tap-gym-uy-tin-va-chat-luong-nhat-nha-trang-16972.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,,37/45,Gym · cách tiệm ~1.2km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P100-DO-YOGA,Do Yoga,GYM,https://toplist.vn/top-list/phong-tap-yoga-tot-nhat-nha-trang-26404.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.5,,37/45,Gym · cách tiệm ~1.5km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P101-SUN-AERIAL-YOGA,Sun Aerial & Yoga,GYM,https://toplist.vn/top-list/phong-tap-yoga-tot-nhat-nha-trang-26404.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.5,,37/45,Gym · cách tiệm ~1.5km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P102-YOGA-VICTORIA-NHA-TRANG,Yoga Victoria Nha Trang,GYM,https://toplist.vn/top-list/phong-tap-yoga-tot-nhat-nha-trang-26404.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.5,,37/45,Gym · cách tiệm ~1.5km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P103-NHUNG-YOGA-STUDIO,Nhung Yoga Studio,GYM,https://toplist.vn/top-list/phong-tap-yoga-tot-nhat-nha-trang-26404.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.6,,37/45,Gym · cách tiệm ~1.6km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P104-YOGA-CHAM-CHAM,Yoga Chậm Chạm,GYM,https://toplist.vn/top-list/phong-tap-yoga-tot-nhat-nha-trang-26404.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.8,,37/45,Gym · cách tiệm ~1.8km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P105-OLYMPIC-NHA-TRANG-GYM-FITNESS,Olympic Nha Trang Gym & Fitness,GYM,https://toplist.vn/top-list/phong-tap-gym-uy-tin-va-chat-luong-nhat-nha-trang-16972.htm,2026-08-18,FREE_DELIVERY_LE_2KM,2.0,,37/45,Gym · cách tiệm ~2.0km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P106-HOMEBOY-BARBERSHOP,HomeBoy BarberShop,SALON,https://mytour.vn/vi/blog/bai-viet/top-9-salon-lam-toc-dep-va-chat-luong-nhat-o-nha-trang-khanh-hoa.html,2026-08-18,FREE_DELIVERY_LE_2KM,0.7,,35/45,Salon · cách tiệm ~0.7km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P107-XB-HAIR-STYLIST,XB Hair Stylist,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FREE_DELIVERY_LE_2KM,0.8,,35/45,Salon · cách tiệm ~0.8km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P108-LADY-NAIL,Lady Nail,SALON,https://toplist.vn/top-list/tiem-lam-nail-dep-va-uy-tin-nhat-nha-trang-22133.htm,2026-08-18,FREE_DELIVERY_LE_2KM,0.9,,35/45,Salon · cách tiệm ~0.9km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P109-CLASSIC-BARBER-SHOP,Classic BarBer Shop,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FREE_DELIVERY_LE_2KM,0.9,,35/45,Salon · cách tiệm ~0.9km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P110-TRE-GREEN-BARBER-SHOP,TRỀ GREEN Barber Shop,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.0,,35/45,Salon · cách tiệm ~1.0km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P111-HACHI-TRENDY-NAILS-ART-EYEBROWS-BE,HACHI - Trendy Nails Art & Eyebrows Beauty,SALON,https://toplist.vn/top-list/tiem-lam-nail-dep-va-uy-tin-nhat-nha-trang-22133.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.0,,35/45,Salon · cách tiệm ~1.0km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P112-JENNY-S-NAILS-SPA,Jenny's Nails & Spa,SALON,https://toplist.vn/top-list/tiem-lam-nail-dep-va-uy-tin-nhat-nha-trang-22133.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.0,,35/45,Salon · cách tiệm ~1.0km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P113-BARBERSHOP-TAI-BARBIER,Barbershop Tài Barbier,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.1,,35/45,Salon · cách tiệm ~1.1km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P114-THE-ANN-S-NAIL,The Ann's Nail,SALON,https://toplist.vn/top-list/tiem-lam-nail-dep-va-uy-tin-nhat-nha-trang-22133.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.1,,35/45,Salon · cách tiệm ~1.1km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P115-TOC-HEM-BARBERSHOP,Tóc Hẻm BarberShop,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,,35/45,Salon · cách tiệm ~1.2km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P116-HAIR-SALON-POLO-ACADEMY,Hair Salon Polo & Academy,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,,35/45,Salon · cách tiệm ~1.2km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P117-NIENA-S-NAIL-ROOM,Niena's Nail Room,SALON,https://toplist.vn/top-list/tiem-lam-nail-dep-va-uy-tin-nhat-nha-trang-22133.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,,35/45,Salon · cách tiệm ~1.2km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P118-A-TAI-BARBERSHOP,A Tài Barbershop,SALON,https://mytour.vn/vi/blog/bai-viet/top-9-salon-lam-toc-dep-va-chat-luong-nhat-o-nha-trang-khanh-hoa.html,2026-08-18,FREE_DELIVERY_LE_2KM,1.3,,35/45,Salon · cách tiệm ~1.3km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P119-GANGSTER-BARBER-SHOP,Gangster Barber shop,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.3,,35/45,Salon · cách tiệm ~1.3km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P120-T-A-P-HAIR-SALON,T.A.P Hair Salon,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.3,,35/45,Salon · cách tiệm ~1.3km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P121-MON-NAIL,Mon Nail,SALON,https://toplist.vn/top-list/tiem-lam-nail-dep-va-uy-tin-nhat-nha-trang-22133.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.4,,35/45,Salon · cách tiệm ~1.4km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P122-TRAM-NAILS,Tram Nails,SALON,https://toplist.vn/top-list/tiem-lam-nail-dep-va-uy-tin-nhat-nha-trang-22133.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.4,,35/45,Salon · cách tiệm ~1.4km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P123-HAIR-SALON-BAC-TRAN-TIEN,Hair Salon Bắc Trần Tiến,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FREE_DELIVERY_LE_2KM,1.5,,35/45,Salon · cách tiệm ~1.5km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P124-HO-BOI-KHONG-QUAN-NHA-TRANG-AIR-FO,Hồ bơi Không Quân Nha Trang (Air Force swimming pool),OTHER,https://elipsport.vn/tin-tuc/danh-sach-10-be-boi-tp-nha-trang_9480.html,2026-08-18,FREE_DELIVERY_LE_2KM,1.3,,24/45,Other · cách tiệm ~1.3km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P125-BE-BOI-KHACH-SAN-VIEN-ĐONG-VIEN-DO,Bể bơi khách sạn Viễn Đông (Vien Dong Hotel pool),OTHER,https://elipsport.vn/tin-tuc/danh-sach-10-be-boi-tp-nha-trang_9480.html,2026-08-18,FREE_DELIVERY_LE_2KM,1.9,,24/45,Other · cách tiệm ~1.9km · giao nhận miễn phí,PROSPECT_TIER_A,,"Ghé tận nơi, xin gặp người phụ trách",,
P126-NAPOLEON-CASTLE-NHA-TRANG,Napoleon Castle Nha Trang,CONDOTEL_APARTMENT,https://photon.komoot.io/api/?q=Napoleon+Castle+Nha+Trang,2026-08-18,FLAT_10K_2_6KM,3.6,,38/45,Condotel apartment · cách tiệm ~3.6km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P127-CONG-TY-CP-DAU-TU-VIEN-TRIEU-NHA-T,Cong ty CP Dau Tu Vien Trieu Nha Trang,CONDOTEL_APARTMENT,https://www.muongthanhvientrieu.com/,2026-08-18,FLAT_10K_2_6KM,4.1,,38/45,Condotel apartment · cách tiệm ~4.1km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P128-SCENIA-BAY-NHA-TRANG,Scenia Bay Nha Trang,CONDOTEL_APARTMENT,https://nhatranghousing.com/en/the-ultimate-guide-to-apartment-rentals-in-nha-trang-top-residences-and-local-insights-nd164.html,2026-08-18,FLAT_10K_2_6KM,4.8,,38/45,Condotel apartment · cách tiệm ~4.8km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P129-STARCITY-SPA,STARCITY SPA,SPA_MASSAGE,https://nhatrang-travel.com/diem-den/dich-vu/spa-tam-bun/spa,2026-08-18,FLAT_10K_2_6KM,2.2,,32/45,Spa massage · cách tiệm ~2.2km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P130-VIEN-THAM-MY-TAZA-SPA,Viện Thẩm Mỹ Taza Spa,SPA_MASSAGE,https://toplist.vn/top-list/spa-lam-dep-uy-tin-nhat-tai-tp-nha-trang-18104.htm,2026-08-18,FLAT_10K_2_6KM,2.8,,32/45,Spa massage · cách tiệm ~2.8km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P131-SEN-SPA-NHA-TRANG,Sen Spa Nha Trang,SPA_MASSAGE,https://toplist.vn/top-list/spa-chuyen-massage-tot-nhat-tai-nha-trang-37466.htm,2026-08-18,FLAT_10K_2_6KM,3.0,,32/45,Spa massage · cách tiệm ~3.0km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P132-CHAMPA-ISLAND-NHA-TRANG-RESORT-HOT,Champa Island Nha Trang Resort Hotel & Spa,SPA_MASSAGE,"https://nhatrang-travel.com/diem-den/dich-vu/spa-tam-bun/spa,https://nhatranghousing.com/en/the-ultimate-guide-to-apartment-rentals-in-nha-trang-top-residences-and-local-insights-nd164.html",2026-08-18,FLAT_10K_2_6KM,3.4,,32/45,Spa massage · cách tiệm ~3.4km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P133-SPA-LAVENDER,Spa Lavender,SPA_MASSAGE,https://mytour.vn/vi/blog/bai-viet/top-10-dia-chi-spa-massage-tot-nhat-tai-tp-nha-trang-khanh-hoa.html,2026-08-18,FLAT_10K_2_6KM,4.0,,32/45,Spa massage · cách tiệm ~4.0km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P134-CALIFORNIA-FITNESS-YOGA-NHA-TRANG-,California Fitness & Yoga (Nha Trang Center),GYM,https://toplist.vn/top-list/phong-tap-gym-uy-tin-va-chat-luong-nhat-nha-trang-16972.htm,2026-08-18,FLAT_10K_2_6KM,2.2,,30/45,Gym · cách tiệm ~2.2km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P135-YOGA-NHA-TRANG-NHAT-YOGA,Yoga Nha Trang (Nhất Yoga),GYM,https://toplist.vn/top-list/phong-tap-yoga-tot-nhat-nha-trang-26404.htm,2026-08-18,FLAT_10K_2_6KM,2.3,,30/45,Gym · cách tiệm ~2.3km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P136-SPARTAN-FITNESS-AND-YOGA-NHA-TRANG,Spartan Fitness And Yoga Nha Trang,GYM,https://toplist.vn/top-list/phong-tap-gym-uy-tin-va-chat-luong-nhat-nha-trang-16972.htm,2026-08-18,FLAT_10K_2_6KM,2.6,,30/45,Gym · cách tiệm ~2.6km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P137-MY-NGUYEN-YOGA-NHA-TRANG,My Nguyen Yoga Nha Trang,GYM,https://toplist.vn/top-list/phong-tap-yoga-tot-nhat-nha-trang-26404.htm,2026-08-18,FLAT_10K_2_6KM,3.0,,30/45,Gym · cách tiệm ~3.0km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P138-SONG-HUY-GYM-NHA-TRANG,Song Huy Gym Nha Trang,GYM,https://toplist.vn/top-list/phong-tap-gym-uy-tin-va-chat-luong-nhat-nha-trang-16972.htm,2026-08-18,FLAT_10K_2_6KM,3.2,,30/45,Gym · cách tiệm ~3.2km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P139-PHONG-VU-GYM-FITNESS,Phong Vũ Gym & Fitness,GYM,https://toplist.vn/top-list/phong-tap-gym-uy-tin-va-chat-luong-nhat-nha-trang-16972.htm,2026-08-18,FLAT_10K_2_6KM,3.8,,30/45,Gym · cách tiệm ~3.8km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P140-K-GYM-YOGA,K Gym & Yoga,GYM,https://toplist.vn/top-list/phong-tap-gym-uy-tin-va-chat-luong-nhat-nha-trang-16972.htm,2026-08-18,FLAT_10K_2_6KM,4.5,,30/45,Gym · cách tiệm ~4.5km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P141-GYM-THUY-SPORT,GYM Thùy Sport,GYM,https://toplist.vn/top-list/phong-tap-gym-uy-tin-va-chat-luong-nhat-nha-trang-16972.htm,2026-08-18,FLAT_10K_2_6KM,6.0,,30/45,Gym · cách tiệm ~6.0km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P142-TAVA-NAIL,Tava.Nail,SALON,https://toplist.vn/top-list/tiem-lam-nail-dep-va-uy-tin-nhat-nha-trang-22133.htm,2026-08-18,FLAT_10K_2_6KM,2.6,,28/45,Salon · cách tiệm ~2.6km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
